Number of Femicide,"Rate per 100,000 population",Age (Cleaned),Country Code,Country Name,Region,Subregion,Indicator,Age,Year
0,0,22,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
36,4.049537087,22,GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2021 12:00:00 AM
2,0.894914648,27,SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
1,1.877705069,5,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
0,0,27,HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2014 12:00:00 AM
5,1.190749779,5,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
1,0.358089877,27,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
2,0.829233809,27,BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2010 12:00:00 AM
16,2.119146355,27,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
0,0,22,GRD,Grenada,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2016 12:00:00 AM
19,4.086179680,27,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2015 12:00:00 AM
3,1.527821632,27,SVK,Slovakia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
1,1.294180072,22,XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
1,0.744008869,22,ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2014 12:00:00 AM
348,6.759518101,27,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2015 12:00:00 AM
18,0.275738990,5,TUR,Türkiye,Asia,Western Asia,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
0,0,5,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
0,0,27,MNE,Montenegro,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2022 12:00:00 AM
4,6.127826460,27,LVA,Latvia,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
8,0.426499820,5,CAN,Canada,Americas,Northern America,Victims of intentional homicide,0-9,1/1/2013 12:00:00 AM
27,3.327963397,27,KAZ,Kazakhstan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
2,1.068319000,27,CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
4,2.415969559,22,NOR,Norway,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2017 12:00:00 AM
1,0.536826283,27,DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
1,8.857003676,27,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2014 12:00:00 AM
1,0.423912030,22,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2010 12:00:00 AM
1,1.149524384,27,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
1,0.430944393,22,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2017 12:00:00 AM
1,0.217687786,27,AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
0,0,5,XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
7,13.032712107,27,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
1,4.577392260,27,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
0,0,22,SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2020 12:00:00 AM
0,0,27,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
24,0.645328521,5,FRA,France,Europe,Western Europe,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
2,5.351743330,27,GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2021 12:00:00 AM
0,0,22,DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2020 12:00:00 AM
4,0.262388251,5,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
0,0,5,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
0,0,27,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
0,0,22,FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2014 12:00:00 AM
5,0.959055982,22,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2015 12:00:00 AM
0,0,5,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
2,1.355615127,27,GEO,Georgia,Asia,Western Asia,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
8,0.755899679,5,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
0,0,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
3,1.684314540,27,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
87,4.230091705,27,KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
94,0.859866779,5,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
0,0,27,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
7,2.044228340,27,CZE,Czechia,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2013 12:00:00 AM
0,0,27,ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2012 12:00:00 AM
1,35.087719298,27,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2015 12:00:00 AM
20,1.565821867,27,CAN,Canada,Americas,Northern America,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
0,0,22,SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2022 12:00:00 AM
2,0.544791386,5,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2015 12:00:00 AM
29,0.810129524,5,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
0,0,5,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2015 12:00:00 AM
2,54.704595186,27,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
19,1.029952370,27,FRA,France,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
8,2.740575418,22,SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2018 12:00:00 AM
1,4.859322610,22,MNE,Montenegro,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2016 12:00:00 AM
3,1.564064064,27,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2018 12:00:00 AM
0,0,5,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
0,0,5,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
75,2.367029737,22,TUR,Türkiye,Asia,Western Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2014 12:00:00 AM
1,0.335982556,5,DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,5,LVA,Latvia,Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
3,0.378713284,27,CHL,Chile,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2021 12:00:00 AM
2,0.824528061,22,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
0,0,27,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2017 12:00:00 AM
2,1.197723128,27,FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2012 12:00:00 AM
1,0.261998894,22,AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2019 12:00:00 AM
0,0,27,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
50,11.649404191,27,HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
349,3.256096668,22,USA,United States of America,Americas,Northern America,Victims of intentional homicide,20-24,1/1/2019 12:00:00 AM
0,0,5,BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
3,1.184148982,27,BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
2,0.710881102,27,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
24,3.409815010,27,ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
1,0.380680466,5,GEO,Georgia,Asia,Western Asia,Victims of intentional homicide,0-9,1/1/2016 12:00:00 AM
1,0.436811885,5,URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2015 12:00:00 AM
0,0,22,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2021 12:00:00 AM
8,2.684464667,27,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2013 12:00:00 AM
0,0,22,FIN,Finland,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
0,0,5,DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,27,BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2017 12:00:00 AM
1,0.473326849,27,SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2018 12:00:00 AM
0,0,22,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
0,0,27,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
13,1.652138439,27,GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
0,0,27,SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2021 12:00:00 AM
0,0,5,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
2,0.487736476,5,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,0-9,1/1/2017 12:00:00 AM
2,7.422527371,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2015 12:00:00 AM
0,0,27,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
79,2.535555957,27,TUR,Türkiye,Asia,Western Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
59,2.682957829,22,KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,20-24,1/1/2014 12:00:00 AM
1,0.576910873,22,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2018 12:00:00 AM
0,0,27,VAT,Holy See,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
0,0,5,HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2013 12:00:00 AM
2,0.695618300,27,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
0,0,5,BGR,Bulgaria,Europe,Eastern Europe,Victims of intentional homicide,0-9,1/1/2016 12:00:00 AM
1,0.531731050,27,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
8,4.751129878,22,PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2019 12:00:00 AM
0,0,5,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,0-9,1/1/2015 12:00:00 AM
0,0,27,ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2017 12:00:00 AM
0,0,5,MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
1,4.160599126,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
3,0.130868041,5,ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,27,ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
63,2.779351886,27,KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,25-29,1/1/2022 12:00:00 AM
0,0,5,TUR,Türkiye,Asia,Western Asia,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
2,0.373870910,22,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2014 12:00:00 AM
11,1.309731184,22,LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2014 12:00:00 AM
0,0,27,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2022 12:00:00 AM
63,4.539171428,22,PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
19,0.812422713,27,DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2022 12:00:00 AM
2,0.767661492,22,AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2018 12:00:00 AM
0,0,22,AUS,Australia,Oceania,Australia and New Zealand,Victims of intentional homicide,20-24,1/1/2022 12:00:00 AM
3,0.581108173,5,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
4,0.249285408,27,ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2015 12:00:00 AM
0,0,5,CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,0-9,1/1/2013 12:00:00 AM
1,0.485061324,27,SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
0,0,5,HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2018 12:00:00 AM
2,0.960921716,27,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2013 12:00:00 AM
0,0,5,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
0,0,27,CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
26,0.416278307,5,TUR,Türkiye,Asia,Western Asia,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
48,0.700433138,5,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
41,5.917770415,27,KAZ,Kazakhstan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
0,0,27,ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2017 12:00:00 AM
0,0,5,COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
0,0,5,ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
1,3.631807369,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2010 12:00:00 AM
2,0.440151016,5,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
4.220183486,1.474400347,27,PRT,Portugal,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2014 12:00:00 AM
14,0.636096187,22,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2020 12:00:00 AM
25,2.144664482,22,CAN,Canada,Americas,Northern America,Victims of intentional homicide,20-24,1/1/2011 12:00:00 AM
0,0,5,CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
1,5.429618569,22,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2017 12:00:00 AM
0,0,27,AND,Andorra,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
1,0.435754531,27,SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2015 12:00:00 AM
6,0.493470968,27,POL,Poland,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
1,24.440914090,22,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2017 12:00:00 AM
0,0,27,IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2017 12:00:00 AM
